id,MR,Rsq,E1,Px1,Py1,Pz1,E2,Px2,Py2,Pz2,HT,MET,nBJets
10359,289.178,0.0099591,,41.089,-146.769,-151.972,213.371,-44.4073,128.933,-157.055,295.599,5.7747,0
450,,0.00764002,230.74,110.05,11.6279,201.18,648.856,-78.232,3.05405,644.091,188.954,5.6751,0
8424,248.221,0.0650748,436.091,-28.7302,128.388,410.529,48.221,-23.9502,-41.0525,-1.28207,179.968,28.5391,0
4978,,0.00544452,742.245,25.184,-83.0302,-737.008,83.1205,-3.47309,77.2494,-29.3017,164.093,7.1406,0
8870,364.06,0.0131532,414.471,105.563,-26.7345,-399.688,91.5771,-68.1114,33.5346,49.7071,184.815,16.8938,0
11777,228.401,0.0136853,104.939,-98.7109,-10.8487,29.6748,227.339,69.3815,53.4475,209.497,186.886,6.76334,0
4004,208.79,0.0285315,165.759,-92.0417,-58.8794,123.852,286.204,48.9984,56.2481,276.239,183.86,13.0749,0
9477,269.615,0.0191727,277.073,-35.8325,-106.015,201.545,842.814,40.6037,86.4674,837.365,252.084,13.7051,0
1983,431.39,0.0054349,,162.844,7.39148,-176.695,1016.22,-159.917,-0.234315,-1003.49,322.929,6.14388,0
1486,378.37,0.014723,331.179,107.136,-124.207,286.269,109.908,-68.8033,53.8917,-64.5165,251.426,12.8571,0
8622,212.428,0.037397,710.35,74.8849,-95.5858,699.713,494.553,-60.8266,67.4984,485.986,212.289,13.9633,0
816,300.585,0.0175427,829.103,126.783,-3.21296,815.159,235.035,-114.711,-38.8083,200.439,256.703,10.8852,0
9548,199.467,0.013633,327.248,39.8126,-29.2407,-323.488,162.718,-27.7805,24.6966,15.0305,182.177,10.9302,0
2655,,0.0206973,168.696,-25.5739,-128.861,-105.001,125.593,10.2688,98.0324,34.583,247.079,11.4778,0
3102,,0.0270674,927.633,-44.6204,-97.1713,-921.425,154.854,25.4275,87.1423,-123.666,197.703,19.3279,0
2253,293.878,0.0208905,170.031,118.17,-110.741,47.1926,202.068,-52.4941,78.8956,177.629,256.714,10.9539,0
1118,744.759,0.00251553,390.176,-134.776,-24.9758,364.899,355.323,65.1109,20.5422,-348.52,205.345,10.1819,0
3025,439.664,0.0114417,400.448,-134.682,41.4261,-374.252,179.181,126.895,-37.5976,55.1304,273.513,15.8744,0
9572,285.922,0.0334129,154.154,-117.901,7.96701,-32.531,319.314,95.803,-12.5612,-304.218,215.929,23.0173,0
4866,504.316,0.00670563,242.404,-169.456,-21.725,-169.949,267.366,147.013,-15.5673,221.04,318.678,11.3151,0
4163,659.586,0.00643042,641.117,14.1772,-108.287,-631.412,181.548,-26.0522,104.454,143.682,216.865,25.5386,0
780,,0.0297695,267.042,128.52,25.92,231.59,140.692,-86.0583,-27.1172,106.424,221.337,12.1525,0
2609,1319.71,0.00685079,441.777,301.51,119.668,-297.986,1075.91,-238.634,-96.8106,1044.41,581.913,36.8408,0
774,341.047,0.0034392,169.394,-78.5085,84.9372,-122.165,174.274,76.7702,-73.5595,136.624,221.986,3.46909,0
7097,217.322,0.0309353,,-43.9299,109.869,-227.463,290.184,14.3464,-94.3806,-273.093,213.791,12.9631,1
8775,409.012,0.0159656,607.095,55.2874,-123.397,-591.34,101.524,4.10239,98.6068,15.3057,233.909,19.8284,0
7647,381.349,0.0107562,167.004,148.02,-10.1391,-72.9358,232.198,-141.736,6.63754,183.049,290.258,10.5253,0
10368,278.173,0.0283396,117.935,61.9162,-99.3988,4.82853,217.985,-76.0426,72.2557,-189.782,222.003,18.089,1
5924,374.66,0.0308216,212.439,179.816,-56.7339,-95.8293,166.664,-145.716,55.9308,54.7307,344.635,23.0521,1
10393,184.622,0.0378247,549.725,-19.4755,94.2402,541.025,422.901,17.7014,-85.9001,413.507,183.937,14.3807,0
8736,,0.0123791,254.806,84.9249,70.7604,-228.265,675.814,-68.6157,-71.8861,-668.305,209.917,7.61934,1
7973,,0.0149521,850.595,71.27,-69.267,-844.623,140.041,-64.6054,68.0971,-103.326,193.252,12.8246,0
1918,227.642,0.0270943,130.55,13.655,-122.795,-33.3062,107.062,-5.54211,103.783,-19.9738,227.482,11.8277,0
4317,314.573,0.0114304,580.35,166.828,-46.8716,-553.438,521.583,-139.177,21.73,-501.593,314.15,6.86163,0
12483,310.832,0.00731833,163.557,-98.07,39.516,-122.365,151.776,57.1625,-77.0529,114.288,201.673,6.15732,0
2930,,0.0020188,471.409,-57.4296,38.1045,433.076,413.386,37.578,-50.5391,-408.049,237.906,19.8514,1
1176,240.729,0.00265256,95.5849,-57.7813,74.7058,9.31125,259.94,45.2372,-48.7431,250.989,160.944,2.31857,0
4515,699.085,0.00376698,413.684,-116.819,27.8083,395.543,296.229,103.163,-21.0841,-276.417,225.379,15.3586,0
2308,1197.31,0.000492618,752.655,87.6871,8.70289,-690.832,514.648,-74.2181,-20.7239,508.83,321.814,8.99608,0
8366,220.409,0.0219484,157.271,61.687,96.7009,-107.227,299.831,-39.2803,-50.8547,-292.257,178.959,9.27259,1
11828,577.859,0.0067916,329.458,-114.624,50.9352,-303.862,352.23,42.5606,-44.5435,244.523,375.813,17.4898,1
5117,239.438,0.0206404,568.729,118.483,4.60076,555.878,243.326,-104.086,8.76644,218.816,223.026,10.0631,0
56,274.212,0.0234549,928.125,93.0152,33.0821,922.7,176.307,-85.195,-46.8162,146.367,195.934,18.1254,0
10755,434.421,0.0155168,,161.462,58.5874,96.9264,255.415,-124.053,-28.6716,-220.18,344.532,18.7611,0
2684,180.513,0.0167661,484.393,88.0378,-19.9972,-475.844,503.472,-86.8052,24.501,-495.022,180.477,5.90207,0
3597,423.41,0.0161819,225.227,207.63,-77.6471,-32.8191,243.429,-183.696,81.4839,-54.724,422.659,13.0669,0
8412,397.568,0.0107643,,-128.244,46.5144,165.173,230.964,119.811,-21.5812,-138.303,273.635,12.7151,0
8076,302.35,0.0104521,100.463,-34.5134,91.0349,0.704243,418.631,11.9988,-85.6458,375.262,232.928,11.1612,0
3843,411.868,0.00962605,285.154,149.004,118.163,-209.785,743.82,-91.0068,-103.286,-730.875,327.83,8.7183,0
7232,291.042,0.0281889,192.951,20.6691,119.849,-148.694,116.945,-21.4738,-103.265,47.9861,227.093,20.499,0
7414,452.931,0.0153234,266.363,-198.5,144.696,-95.8618,202.234,132.793,-151.561,-11.701,447.146,14.0165,0
4691,404.239,0.00918515,107.091,79.0078,-66.9154,19.4787,581.86,-61.3186,62.9151,-575.034,191.391,14.6607,0
8976,371.794,0.0229501,237.386,93.9861,47.942,212.255,147.405,-84.865,-8.70684,-118.867,190.818,27.7335,0
6457,297.582,0.0242109,391.288,-72.6585,-88.0737,-373.556,86.4907,45.7783,71.5755,2.53668,199.139,18.914,0
4694,285.218,0.00765513,127.576,-75.3803,61.8032,80.768,698.617,47.4416,-69.0005,693.542,181.214,5.9295,0
6556,331.334,0.0117327,184.207,-151.386,66.7314,-20.9736,199.387,116.016,-90.4549,-134.112,324.147,7.7999,0
3798,359.805,0.0262881,208.349,-187.307,4.66295,90.119,174.135,163.792,40.9663,30.4751,356.202,19.1228,0
5212,217.256,0.0109405,,-2.07722,116.164,97.6706,193.101,-43.0542,-80.8333,168.655,207.767,4.01008,0
11841,361.134,0.0115389,120.669,-7.64364,112.617,-40.2908,341.278,-4.72168,-98.3815,326.239,211.371,13.1762,0
7083,472.188,0.010009,298.086,105.051,-42.7633,-275.098,189.242,-89.3529,50.2431,158.544,215.931,21.1877,0
2805,390.327,0.020411,310.936,-113.456,-160.612,239.65,218.668,101.473,147.425,87.1166,393.535,15.8594,0
7118,349.531,0.0410731,134.47,47.068,102.031,69.0505,298.118,-83.3157,-64.6179,-229.809,299.823,37.5315,0
3373,375.945,0.0138666,235.242,165.897,-42.3446,159.268,170.064,-165.582,28.0569,-15.5031,339.157,11.5812,1
9189,677.949,0.00593595,565.148,48.7756,-76.1405,429.908,262.576,-47.338,63.7312,-249.833,369.603,30.1498,0
2405,410.68,0.0211335,130.971,104.343,-75.0029,21.7182,464.49,-92.0595,55.7557,-451.397,236.13,27.8333,0
12805,,0.0241278,334.333,-84.4461,-71.553,314.615,112.97,74.6981,80.7627,-19.9523,220.695,23.5848,0
293,224.483,0.0686833,108.957,101.609,-37.1664,6.38207,134.077,-86.4804,31.4066,-97.0206,200.2,32.5056,0
8548,308.153,0.0078599,182.631,-12.0806,-96.8622,-153.898,157.074,24.9442,94.071,89.8939,216.348,8.19794,0
784,,0.0364171,732.798,104.746,49.9499,723.448,255.118,-95.5937,-41.0626,205.846,262.578,20.1918,0
614,278.205,0.0256106,,68.2529,94.4669,59.0292,364.024,-61.1249,-79.4215,349.766,216.764,16.9864,0
2811,539.656,0.0024762,194.181,49.8976,2.25209,-113.44,632.052,-42.09,-2.81045,603.626,336.485,16.7565,0
164,544.464,0.00506528,185.678,9.85347,90.5161,161.675,411.791,-48.1532,-36.7164,-407.261,151.605,13.8891,0
3124,254.564,0.0234134,154.999,48.4698,135.709,-55.2138,135.196,-2.54272,-107.267,-80.6682,251.403,13.9006,0
6150,431.211,0.043634,250.184,-195.885,-95.0665,74.0934,355.367,137.844,64.8341,318.972,385.275,37.2877,0
6804,277.588,0.000772125,114.488,91.1796,-46.2288,50.3182,477.605,-63.6722,35.212,471.833,174.989,0.646083,0
11045,287.444,0.0159466,,25.1101,-109.64,-76.4037,528.936,-34.1234,70.1608,-523.01,214.45,11.4081,1
4575,311.397,0.0412466,,-91.9302,71.798,18.162,275.848,31.7251,-89.5524,-258.2,211.651,31.8335,0
6123,,0.0543434,,44.2352,91.2624,10.5332,126.645,-43.5934,-80.4127,86.6699,192.887,22.8105,0
2959,177.237,0.0276523,297.5,75.1374,56.6805,-282.015,459.806,-54.5497,-47.7435,-453.812,166.611,9.19022,0
10812,252.365,0.0177869,531.75,58.8665,-64.7419,-524.193,74.8603,-53.4048,44.3746,-26.5021,156.938,16.5771,0
12052,,0.0068556,152.485,105.78,-14.3053,25.2457,774.847,-94.6674,15.5511,768.741,227.839,9.72811,0
8008,303.902,0.0234632,114.403,111.516,16.2856,-3.56206,307.422,-89.0998,-18.5915,293.425,203.718,19.311,0
1461,131.402,0.039374,340.579,-69.1305,11.2497,-333.176,272.192,57.1496,-21.9574,-264.9,131.262,11.3958,0
12390,405.931,0.01271,105.991,-19.8201,-79.7354,-66.1275,462.425,45.1209,51.8115,443.467,194.029,24.343,0
12455,373.887,0.0167454,356.169,-64.2718,70.2282,323.298,114.195,76.1539,-45.6447,-71.2903,209.107,24.7364,0
10492,233.616,0.0542764,167.053,-127.497,-44.406,95.5487,137.743,96.501,-12.1416,96.6605,232.271,20.7526,0
12024,441.902,0.0195559,214.566,-177.778,-19.6085,-116.13,677.683,163.333,17.6795,-657.298,343.143,21.5448,0
4084,555.614,0.0300982,442.552,123.11,96.5051,-330.411,212.423,-70.9158,-91.1417,176.542,400.363,58.4238,0
3490,,0.0898474,266.905,-139.129,44.24,221.946,116.337,99.5036,-50.7766,26.5864,257.704,50.3302,0
5107,507.908,0.726316,711.722,172.943,-258.28,-639.819,149.859,123.528,-62.5853,-54.2326,449.312,423.144,0
7157,203.271,0.0385489,114.87,48.8971,96.7371,35.2191,95.9936,-62.2853,-69.5296,6.78247,201.741,15.4335,0
2869,380.467,0.00908862,816.73,185.477,60.0064,-792.946,390.666,-148.386,-78.3186,-351.896,362.728,6.83218,0
12811,137.897,0.0177871,234.679,61.1128,-26.7771,-224.471,176.887,-57.5168,4.64214,-68.0827,210.764,6.48701,1
11128,233.109,0.0420402,242.02,-122.56,-9.49019,-207.992,453.942,74.719,19.7027,-447.102,200.2,18.393,0
9598,183.373,0.0464823,190.637,-55.9661,-65.8777,169.49,499.455,51.135,37.7314,495.173,149.99,18.0233,0
8791,290.691,0.0778926,235.317,-180.539,-13.0509,48.5458,120.657,91.6277,57.8106,52.0801,312.545,35.2343,0
7762,840.759,0.00137726,281.078,15.7307,-130.914,-246.734,647.371,-16.0877,113.923,636.747,246.909,8.33661,0
843,285.214,0.0286152,,-151.029,-43.9834,-205.338,207.479,124.615,28.7854,-162.634,285.199,15.5275,0
10901,319.88,0.012314,183.017,-50.1779,100.946,-143.411,144.677,70.3433,-87.3426,87.5922,224.876,11.7406,1
9514,426.022,0.0096048,,-94.0628,52.6099,175.808,302.114,88.4254,-51.7915,-194.944,310.258,16.873,0
7828,367.675,0.00847168,709.909,-39.5996,87.7631,703.257,84.8825,52.5882,-65.4124,0.199607,180.214,13.8243,0
5867,321.083,0.00503889,148.954,4.27552,-125.041,-77.5431,189.407,-5.91846,110.251,142.71,237.603,4.64887,0
10834,230.547,0.020945,150.752,104.476,-40.3527,99.5082,236.207,-104.345,28.6201,208.663,220.197,10.2507,0
3377,364.449,0.00489598,241.893,57.7659,89.0324,215.997,144.674,-58.7699,-88.2763,-95.986,212.181,6.10888,0
3525,213.058,0.0205107,265.153,99.9525,-63.1871,-236.697,101.308,-66.7191,45.6347,-59.9461,199.083,7.9264,0
11027,246.384,0.0349568,271.897,77.0935,109.302,-229.663,460.952,-40.731,-73.0053,-437.853,256.789,15.8743,0
9165,359.702,0.0224664,1059.81,25.2261,103.301,1054.29,102.374,-19.9244,-86.1303,49.581,194.741,32.3272,0
4025,165.814,0.0286139,,80.5883,-25.9279,-494.434,196.994,-67.9032,15.8074,-183.77,154.375,10.5667,0
5103,,0.0249773,,-164.033,58.9939,-431.427,141.203,123.196,-50.9763,-31.8311,315.863,21.214,0
3455,270.998,0.0184754,255.774,96.7013,-26.5859,-96.4166,670.178,-66.8411,30.0805,-666.127,258.029,14.3417,0
4822,668.435,0.00254583,466.783,66.4885,22.9786,461.36,240.381,-54.7121,-35.1645,-231.265,135.385,17.6193,0
7129,312.971,0.0190865,410.933,27.036,107.95,-395.081,111.114,-29.2367,-103.776,-20.4249,219.1,17.4122,0
1282,457.747,0.0127233,313.024,-36.277,128.573,-247.024,231.226,71.2632,-101.398,142.336,258.295,17.805,0
3209,220.048,0.0312273,146.628,19.4035,-123.616,20.4694,123.953,-30.9555,67.9038,97.8153,208.379,16.3369,0
11465,547.758,0.000386544,591.621,-13.7393,-57.8914,491.749,154.091,12.9435,55.0787,-143.161,371.262,2.03646,0
9284,213.008,0.0529299,98.1668,96.2826,-14.8561,-8.53086,168.142,-38.5998,65.2457,-148.865,173.231,22.7962,0
6493,177.366,0.0111893,185.286,2.6108,-106.301,151,154.884,-23.3671,65.2289,137.668,175.621,3.55385,0
6750,639.982,0.00757686,395.073,-121.205,-10.7956,-375.368,261.872,117.206,7.0368,233.103,239.102,25.5163,0
8370,243.915,0.0320577,313.639,55.3443,89.6328,294.366,122.803,-45.6334,-92.3995,65.5556,208.396,17.6841,0
12358,270.224,0.0141456,,64.3675,57.8116,790.887,89.28,-58.5338,-43.0703,51.521,159.19,11.8047,0
2902,284.782,0.00708251,72.8709,-37.8314,60.0195,14.0887,621.627,16.8509,-67.3939,606.651,198.302,9.14771,0
10764,351.639,0.0055508,588.319,-51.8496,95.174,-577.781,91.9248,38.873,-82.3907,-3.08604,199.482,6.70146,0
52,502.759,0.0097607,371.286,-133.149,62.4322,-339.835,190.965,96.8219,-87.2717,121.165,278.753,17.657,0
11082,207.846,0.010682,94.0193,-91.2198,-17.6105,-8.37792,150.801,91.0931,16.4841,-117.967,185.477,4.98193,0
10286,275.054,0.0168619,114.552,54.9058,-87.8533,46.245,417.296,-37.9071,80.7201,407.554,192.777,12.7196,0
274,302.996,0.0214446,861.976,-70.1803,-105.222,852.611,222.714,63.7987,99.0012,187.657,244.257,15.5575,0
163,199.94,0.0915845,373.839,-59.061,-85.0333,-358.87,363.879,39.8893,87.7099,-350.435,199.886,33.4276,0
3911,261.163,0.0110453,163.876,115.538,-42.2644,-104.81,351.891,-85.633,52.1337,-337.134,223.28,6.41162,0
7426,654.973,0.00695634,,111.576,229.148,-186.81,348.218,-78.2378,-186.897,279.928,457.481,14.7855,0
9621,386.24,0.00787298,,56.8848,-80.4915,390.637,113.529,-50.6385,84.2566,-51.6273,274.649,11.8245,1
9589,266.06,0.0379709,149.754,-140.831,-15.3102,-16.3448,136.654,95.7766,14.9951,92.8625,242.906,19.4343,0
6431,279.154,0.00468917,142.196,-138.079,-22.6675,-21.5958,192.092,124.266,54.2888,-67.2536,287.443,2.53647,0
2985,377.018,0.016118,223.449,142.454,-114.677,126.588,401.333,-118.456,100.195,368.926,338.025,12.5743,0
9522,712.22,0.00254025,702.194,-115.108,60.2456,689.737,193.901,110.801,-52.1602,-148.635,252.385,10.5273,0
5697,260.337,0.0383427,331.522,-4.69687,-166.83,-284.574,103.984,4.18613,82.2599,-59.727,249.262,16.3634,0
1714,276.087,0.0188447,204.36,-87.8462,51.0464,-61.1774,531.906,65.7275,-2.7036,-527.737,239.031,13.659,0
7794,234.392,0.0279689,142.556,21.2763,-119.135,-73.9146,142.604,-14.2058,112.031,-85.8618,233.948,12.6195,0
11873,,0.00324791,398.035,-36.6588,-114.242,379.08,180.172,53.0815,96.8263,-141.279,230.401,7.24376,0
10285,460.073,0.0142761,321.717,-83.5586,54.7348,-282.118,178.363,62.7596,-53.9229,157.029,235.04,31.0694,1
11200,221.506,0.0398831,118.241,-82.9443,76.7892,-30.3007,106.286,85.3908,-51.7851,30.7149,212.899,17.184,0
10825,423.507,0.0643921,335.221,-186.994,145.136,-236.899,193.493,150.619,-91.7344,-77.8774,413.064,48.8753,0
10000,507.735,0.00744089,734.805,-84.3218,-133.579,-714.732,92.7681,52.3871,35.7614,66.1869,230.153,11.9325,0
3164,408.545,0.0270645,,-117.618,114.888,-80.257,241.816,98.5877,-102.686,194.927,306.769,27.4372,0
10466,179.657,0.0644843,342.815,-79.0508,65.3871,326.955,386.166,57.7703,-43.0122,379.13,174.613,20.3723,0
1681,182.009,0.0152048,90.646,-83.9405,-24.2876,23.0106,157.239,76.4687,29.5656,100.022,205.161,5.758,0
332,,0.0230518,169.219,134.373,-0.396544,101.296,135.128,-96.8889,-8.727,91.7709,231.654,12.1911,0
283,607.848,0.00767849,182.86,-117.725,81.1797,113.389,572.108,90.9635,-69.8646,-560.404,257.698,20.0509,0
1067,,0.0117225,,177.043,51.5136,-87.2201,684.241,-140.846,-21.1061,668.824,326.803,28.2353,0
1200,1205,0.00185483,454.649,-205.839,-51.7662,-194.85,1438.4,195.691,45.6116,1406.26,487.638,13.382,0
7189,227.413,0.0834924,,88.7581,106.531,212.08,263.364,-73.9874,-40.1647,206.07,261.397,30.1365,0
7909,288.928,0.00780887,122.999,83.3819,-52.3408,-73.1477,667.376,-74.7922,36.8389,-662.147,181.821,6.55008,0
7344,254.92,0.0221329,107.963,-85.1304,-12.1245,63.0242,160.592,71.2822,28.7045,-139.954,162.834,17.632,0
8487,287.83,0.0231277,364.46,-27.4245,-97.3925,-349.893,89.4004,-6.65995,87.3148,1.62884,188.748,17.1618,0
11461,268.606,0.022046,436.96,93.8386,-34.7932,425.092,157.071,-77.7845,49.3639,40.1392,241.452,15.0555,0
9195,267.784,0.011639,140.949,32.172,-106.585,82.954,130.198,-28.098,80.9355,-96.8466,197.009,9.58573,1
1336,194.114,0.0527866,102.643,-4.75728,-99.5289,21.8594,116.914,-5.93454,86.1591,77.5724,186.006,21.3459,0
10407,,0.0427769,300.998,87.2791,75.8569,277.1,642.976,-46.4934,-67.0368,637.672,197.219,19.7375,0
1760,363.041,0.00687997,489.526,-126.219,28.2915,-461.466,86.9907,73.7193,-30.5273,29.4483,212.25,7.02134,0
7270,226.915,0.0349412,433.988,-66.0297,81.9736,-420.768,144.597,47.1726,-79.197,-110.084,197.441,16.6572,0
1459,,0.013646,142.611,-134.603,40.9361,-1.97527,154.349,104.317,-60.7224,-94.7446,261.394,8.30657,0
9952,381.052,0.018091,695.101,124.505,83.8225,-678.514,100.216,-91.9073,-31.7332,-17.8063,247.324,17.6832,0
5985,,0.0515113,141.386,-32.4346,-94.971,97.5511,229.98,11.8734,89.7669,210.864,190.906,20.1841,0
6828,310.56,0.0130875,115.993,-65.3699,68.3876,-65.3084,798.736,51.2696,-70.3048,-793.902,181.618,13.2265,0
2486,261.729,0.00934322,162.082,-58.1707,-116.535,95.6871,197.443,59.1745,113.998,148.417,258.688,4.9356,0
4743,453.453,0.00303978,106.895,86.7701,-5.56785,59.5804,580.634,-85.1072,4.07727,-574.223,172.153,7.35685,0
9556,180.21,0.021524,250.54,-30.3898,-100.512,226.769,155.444,31.6417,67.6724,136.188,179.71,9.44255,0
3260,322.641,0.0153505,129.952,-16.8353,106.086,70.4836,216.005,25.4071,-98.4021,-190.223,209.043,14.7265,0
10167,253.56,0.0161407,150.579,128.577,-14.522,-73.5787,214.142,-106.638,3.22829,-183.321,236.082,9.37793,0
409,201.777,0.0780926,,85.689,53.0172,220.556,142.668,4.6027,-93.557,106.75,194.434,21.787,0
3126,307.486,0.0139045,114.662,-55.2056,-85.408,51.4062,617.316,12.8445,79.3504,611.93,182.08,14.808,0
11834,424.619,0.00842717,222.21,130.74,-167.305,16.211,234.034,-146.472,140.319,-72.4,433.594,7.11627,0
3251,452.823,0.0168326,183.012,-133.385,77.8407,35.6153,673.979,90.3986,-82.2321,662.129,278.784,21.9008,1
5777,429.151,0.0145515,241.222,162.372,28.175,48.3857,573.43,-137.057,-30.5144,531.038,389.768,16.2806,1
12130,,0.0150222,173.605,96.7043,-27.3605,-141.051,180.166,-68.9186,21.8733,164.551,172.807,18.5438,0
4029,316.375,0.0143578,347.564,126.601,-106.294,289.819,219.495,-121.431,80.6453,162.046,317.568,9.23603,0
3362,469.514,0.0132422,399.152,-135.466,40.2754,370.748,150.861,113.445,-42.0215,-89.5446,266.698,20.6583,0
4943,248.434,0.0256755,379.661,42.118,143.925,348.48,275.437,-30.1449,-89.962,148.171,313.375,12.3389,0
4250,737.596,0.00270842,409.149,-11.7738,89.3029,-347.681,378.944,21.3433,-59.364,373.603,200.852,16.8115,0
4312,308.549,0.00782792,170.829,102.344,-117.954,-67.5488,146.148,-90.0259,112.519,7.05967,300.266,5.04594,0
9228,462.654,0.00591568,450.819,-58.9374,161.529,-415.924,173.302,45.8962,-162.972,4.05223,341.257,7.63012,0
209,352.519,0.00561488,100.51,-31.8938,-85.4344,41.9539,389.559,31.6333,68.4839,-382.134,166.63,7.954,0
4946,512.749,0.00204541,452.231,-72.4537,-90.747,-436.858,352.404,45.4419,68.4543,123.911,356.295,6.28714,0
399,212.978,0.0318488,616.057,-85.6158,-70.8763,605.773,296.199,76.1678,53.9487,280.621,204.484,13.0121,0
7037,,0.0251388,117.255,80.2677,84.1282,2.65357,114.87,-78.7994,-74.9113,-21.5877,225.002,11.1566,0
236,,0.0498761,160.233,64.8021,46.4487,8.59747,158.618,-50.4767,-17.5256,-149.033,206.263,24.3192,0
9625,,0.0110018,117.08,83.6251,-53.5904,-59.4461,586.374,-66.1086,39.8158,-581.192,176.496,9.28943,0
8895,,0.0468414,,-114.461,152.909,-4.50779,264.122,88.8977,-131.544,-136.132,397.282,34.4156,0
1248,,0.0591063,,-1.89643,-94.9312,-41.6973,95.4326,-20.0869,82.5387,42.0025,179.898,26.1022,0
8265,144.359,0.0751784,125.778,26.5649,-70.9721,98.2778,183.863,13.6297,58.6905,173.044,136.033,17.8319,0
9750,252.072,0.0162887,252.541,-0.530998,-131.158,-214.702,150.803,-21.3578,111.593,-97.904,244.778,8.87977,0
11747,280.612,0.0154666,567.009,-98.2109,2.90478,558.355,115.039,94.2732,-12.6222,60.919,193.368,12.4983,0
3817,330.991,0.0167728,,-30.8424,-101.27,-23.1295,335.392,75.2192,73.4147,318.026,234.682,13.9545,0
12592,767.832,0.00361256,461.097,58.3909,-85.4852,448.728,319.339,-8.16925,60.471,-313.285,164.544,19.3064,0
9507,390.85,0.0334313,237.313,165.465,-99.6882,136.487,156.664,-117.441,21.6212,-100.362,312.59,25.6935,0
5390,,0.0358409,407.157,4.16488,89.8427,-396.951,132.127,0.560054,-73.7037,-7.12436,218.373,28.612,1
7271,291.355,0.0234878,421.942,64.2304,-145.946,-390.067,204.89,-36.4152,116.582,-162.596,281.592,13.7332,0
12839,180.481,0.00461132,169.872,89.586,6.32577,-143.753,236.028,-86.9634,4.10669,-218.975,176.869,1.79763,0
2724,270.775,0.0220352,173.166,-4.67838,-106.213,-100.268,126.406,-7.58021,92.133,84.2938,230.184,14.8713,0
8567,381.488,0.00658627,98.7967,66.4326,-34.9808,63.1665,457.673,-70.8346,23.5024,-412.352,254.198,12.1,0
3031,407.154,0.00905747,303.689,-89.5356,188.215,197.243,279.441,70.6601,-178.299,93.6518,463.098,7.48639,0
5935,486.039,0.0010124,168.222,10.4993,117.403,-10.2608,828.836,-19.7271,-94.607,823.094,214.545,2.03553,0
7272,263.734,0.0122958,131.445,-108.943,-39.7052,60.8313,299.546,105.747,22.5032,279.057,224.067,7.09274,0
12724,268.562,0.0559513,151.251,138.13,-54.4326,15.2892,122.41,-97.2413,55.9423,-45.28,260.652,26.8006,1
7408,552.361,0.0173817,168.156,115.043,119.907,7.51126,748.143,-87.9172,-99.1337,-736.255,298.673,32.061,0
5027,200.705,0.08658,518.425,-21.6868,116.535,-504.587,263.588,15.9048,-78.452,-250.211,198.584,29.4195,0
5158,531.662,0.0110042,199.106,-105.239,-155.873,61.9118,466.954,74.6585,125.125,-416.002,340.791,17.0707,0
10355,556.994,0.00208532,325.902,6.40438,84.0877,-314.022,239.022,-52.2206,-50.2482,227.284,156.801,6.63711,0
4293,242.284,0.00520218,188.976,57.7492,104.956,145.467,80.8772,-27.3239,-67.4094,-31.5498,192.531,2.64678,0
12123,235.6,0.0411138,279.116,79.5321,89.5662,-251.617,319.78,-90.261,-70.8119,-297.435,234.504,19.1495,1
6026,168.008,0.0527545,120.082,-3.05904,-104.405,-57.9052,68.5871,10.0372,62.1443,-22.7029,167.399,14.2162,0
8447,741.667,0.000736051,356.415,-74.1061,-90.293,291.675,440.678,62.2986,59.4376,-432.167,224.221,4.31157,0
11090,671.065,0.00301687,,-30.9049,-111.66,-240.068,429.306,-4.34529,66.4213,424.082,182.422,11.6094,0
1865,343.988,0.0119442,,-82.8591,33.1804,-307.997,98.6119,54.178,-44.6314,68.8163,159.45,15.7376,0
11795,475.785,0.0203493,283.027,-116.745,-30.2543,-251.404,201.062,63.344,-1.38051,190.568,191.359,41.6193,0
121,206.381,0.0352499,193.842,58.9585,82.7875,-164.663,379.542,-9.71963,-84.3812,-369.614,186.575,13.6486,1
1748,228.616,0.0242323,788.971,-106.134,21.5574,-781.362,299.031,96.2956,22.2368,-281.661,207.131,10.9962,0
146,206.546,0.0722531,139.573,128.803,0.952818,30.0087,97.7848,-67.5853,-1.40245,69.7031,197.435,23.934,0
10198,242.239,0.0549745,444.799,-94.1679,84.7716,426.008,146.983,78.3105,-50.5658,112.988,219.921,25.1128,0
8981,,0.021968,199.758,8.90283,123.425,11.6614,134.081,2.66007,-99.29,-87.0041,258.438,10.6288,0
5454,,0.0234714,228.716,73.9408,17.5419,-215.261,93.0192,-66.6332,-15.9878,60.6755,144.518,26.8476,0
9708,398.094,0.0213286,185.671,-58.7574,-146.788,96.2006,622.041,66.8805,124.048,605.485,299.04,20.9414,0
7252,321.54,0.0142465,106.922,-67.542,80.1113,-15.576,474.123,48.7315,-64.3739,-467.145,185.523,14.0246,0
2736,188.31,0.0105334,492.079,78.847,15.5507,485.245,112.407,-47.3329,-49.4707,87.8164,148.833,7.26975,0
11244,461.383,0.0416498,,66.2287,-235.368,-439.666,362.78,-63.7412,204.051,-291.466,462.598,36.2152,0
8898,,0.0104154,477.076,73.4112,-75.667,-465.12,539.01,-82.3277,57.7298,-529.212,205.978,4.75752,0
6920,165.218,0.00955436,111.687,-14.546,73.7156,80.9919,71.7554,52.4456,-47.4929,-5.90975,145.891,3.59011,0
